,Date,Address,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,Day,Month,Year,Species_PIPIENS,Species_TARSALIS,Species_ERRATICUS,Species_TERRITANS,Species_UNSPECIFIED CULEX,Species_SALINARIUS,Species_RESTUANS,Species_PIPIENS/RESTUANS
12,2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,149,5,2007,0,0,0,0,0,0,1,0
13,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,149,5,2007,0,0,0,0,0,0,0,1
14,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,149,5,2007,0,0,0,0,0,0,1,0
15,2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,0,149,5,2007,0,0,0,0,0,0,1,0
16,2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,149,5,2007,0,0,0,0,0,0,1,0
17,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,149,5,2007,0,0,0,0,0,0,1,0
18,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,149,5,2007,1,0,0,0,0,0,0,0
19,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,149,5,2007,0,0,0,0,0,0,0,1
20,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,149,5,2007,0,0,0,0,0,0,1,0
21,2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,149,5,2007,0,0,0,0,0,0,0,1
22,2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,149,5,2007,0,0,0,0,0,0,0,1
23,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,149,5,2007,0,0,0,0,0,0,1,0
24,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,0,149,5,2007,0,0,0,0,0,0,1,0
25,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,156,6,2007,0,0,0,0,0,0,0,1
26,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,156,6,2007,0,0,0,0,0,0,1,0
27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,156,6,2007,1,0,0,0,0,0,0,0
28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,156,6,2007,0,0,0,0,0,0,0,1
29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,156,6,2007,0,0,0,0,0,0,1,0
30,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,156,6,2007,0,0,0,0,0,0,0,1
31,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,156,6,2007,0,0,0,0,0,0,1,0
32,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,156,6,2007,1,0,0,0,0,0,0,0
33,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,0,156,6,2007,0,0,0,0,0,0,1,0
34,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,156,6,2007,0,0,0,0,0,0,0,1
35,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,156,6,2007,0,0,0,0,0,0,1,0
36,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,156,6,2007,1,0,0,0,0,0,0,0
37,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,156,6,2007,0,0,0,0,0,0,1,0
38,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,156,6,2007,0,0,0,0,0,0,0,1
39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,156,6,2007,0,0,0,0,0,0,1,0
40,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,156,6,2007,0,0,0,0,0,0,1,0
41,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,156,6,2007,0,0,0,0,0,0,1,0
42,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,156,6,2007,0,0,0,0,0,0,0,1
43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,156,6,2007,0,0,0,0,0,0,0,1
44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,156,6,2007,0,0,0,0,0,0,1,0
45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,156,6,2007,1,0,0,0,0,0,0,0
46,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,156,6,2007,0,0,0,0,0,0,0,1
47,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,156,6,2007,0,0,0,0,0,0,1,0
48,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,156,6,2007,0,0,0,0,0,0,1,0
49,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,0,156,6,2007,0,0,0,0,0,0,1,0
50,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,0,156,6,2007,0,0,0,0,0,0,1,0
51,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,156,6,2007,0,0,0,0,0,0,1,0
52,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,0,156,6,2007,0,0,0,0,0,0,1,0
53,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,0,156,6,2007,0,0,0,0,0,0,1,0
54,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,156,6,2007,0,0,0,0,0,0,1,0
55,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,156,6,2007,0,0,0,0,0,0,1,0
56,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,0,156,6,2007,0,0,0,0,0,0,0,1
57,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,156,6,2007,0,0,0,0,0,0,1,0
58,2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,0,156,6,2007,0,0,0,0,0,0,1,0
59,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,156,6,2007,0,0,0,0,0,0,0,1
60,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,156,6,2007,0,0,0,0,0,0,1,0
61,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,0,156,6,2007,0,0,0,0,0,0,0,1
62,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,156,6,2007,0,0,0,0,0,0,0,1
63,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,156,6,2007,0,0,0,0,0,0,1,0
64,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,156,6,2007,1,0,0,0,0,0,0,0
65,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,156,6,2007,0,0,0,0,0,0,0,1
66,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,156,6,2007,0,0,0,0,0,0,1,0
67,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,156,6,2007,0,0,0,0,0,0,0,1
68,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,156,6,2007,0,0,0,0,0,0,1,0
69,2007-06-05,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,0,156,6,2007,0,0,0,0,0,0,1,0
70,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,156,6,2007,0,0,0,0,0,0,0,1
71,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,156,6,2007,0,0,0,0,0,0,1,0
72,2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,156,6,2007,0,0,0,0,0,0,1,0
73,2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,0,156,6,2007,0,0,0,0,0,0,0,1
74,2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,0,156,6,2007,0,0,0,0,0,0,1,0
75,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,156,6,2007,0,0,0,0,0,0,0,1
76,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,156,6,2007,0,0,0,0,0,0,1,0
77,2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,156,6,2007,0,0,0,0,0,0,1,0
78,2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,0,156,6,2007,0,0,0,0,0,0,1,0
79,2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,156,6,2007,0,0,0,0,0,0,0,1
80,2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,156,6,2007,0,0,0,0,0,0,1,0
81,2007-06-05,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,0,156,6,2007,0,0,0,0,0,0,0,1
82,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,156,6,2007,0,0,0,0,0,0,0,1
83,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,156,6,2007,0,0,0,0,0,0,1,0
84,2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,156,6,2007,0,0,0,0,0,0,1,0
85,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,177,6,2007,0,0,0,0,0,0,0,1
86,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,177,6,2007,0,0,0,0,0,0,1,0
87,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,177,6,2007,0,0,0,0,0,1,0,0
88,2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,177,6,2007,0,0,0,0,0,0,0,1
89,2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,177,6,2007,0,0,0,0,0,0,1,0
90,2007-06-26,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,177,6,2007,0,0,0,0,0,0,1,0
91,2007-06-26,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,177,6,2007,0,0,0,0,0,0,0,1
92,2007-06-26,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,177,6,2007,0,0,0,0,0,0,1,0
93,2007-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,0,177,6,2007,0,0,0,0,0,0,0,1
94,2007-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,0,177,6,2007,0,0,0,0,0,0,1,0
95,2007-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,177,6,2007,0,0,0,0,0,0,0,1
96,2007-06-26,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,177,6,2007,0,0,0,0,0,0,1,0
97,2007-06-26,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,177,6,2007,0,0,0,0,0,0,1,0
98,2007-06-26,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,177,6,2007,0,0,0,0,0,0,0,1
100,2007-06-26,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,177,6,2007,0,0,0,0,0,0,1,0
101,2007-06-26,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,177,6,2007,0,0,0,0,0,0,1,0
102,2007-06-26,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,177,6,2007,0,0,0,0,0,0,0,1
103,2007-06-26,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,177,6,2007,0,0,0,0,0,0,1,0
104,2007-06-26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,177,6,2007,0,0,0,0,0,0,0,1
105,2007-06-26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,177,6,2007,0,0,0,0,0,0,1,0
106,2007-06-26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,177,6,2007,0,0,0,0,0,0,0,1
107,2007-06-26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,177,6,2007,0,0,0,0,0,0,1,0
108,2007-06-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,177,6,2007,0,0,0,0,0,0,0,1
109,2007-06-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,177,6,2007,0,0,0,0,0,0,1,0
110,2007-06-26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,0,177,6,2007,0,0,0,0,0,0,0,1
111,2007-06-26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,0,177,6,2007,0,0,0,0,0,0,1,0
112,2007-06-26,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,0,177,6,2007,0,0,0,0,0,0,1,0
113,2007-06-26,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,177,6,2007,0,0,0,0,0,0,0,1
114,2007-06-26,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,177,6,2007,0,0,0,0,0,0,0,1
115,2007-06-26,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,177,6,2007,0,0,0,0,0,0,1,0
116,2007-06-26,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,177,6,2007,0,0,0,0,0,0,0,1
117,2007-06-26,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,177,6,2007,0,0,0,0,0,0,1,0
118,2007-06-26,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,177,6,2007,0,0,0,0,0,0,0,1
119,2007-06-26,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,177,6,2007,0,0,0,0,0,0,1,0
120,2007-06-26,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,177,6,2007,1,0,0,0,0,0,0,0
121,2007-06-26,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,177,6,2007,0,0,0,0,0,0,0,1
